id,title,company,location,experience,description,deadline,url,scraped_at
281,Driver,Transportation & Logistics,Dessie,5 years,"The position of Driver at Stichting Wageningen Research Ethiopia requires a fully qualified, experienced vehicle operator to provide transport and logistical support for the TRANSFORM project across three districts in Amhara. Candidates must hold a clean, valid driving license and have completed secondary education, with at least five years of related work experience.

The driver will be responsible for operating and maintaining the vehicle safely, ensuring compliance with local traffic laws, and keeping the vehicle well-equipped and clean. Additionally, they will handle logistical tasks such as distributing letters, coordinating field visits, and managing a detailed logbook of vehicle movements.

Candidates should possess basic English communication skills, strong interpersonal abilities, and the capacity to perform minor vehicle maintenance during unexpected situations. The role demands full-time commitment, with no additional professional engagements allowed.",2 days left 2026-05-062026-04-22T08:03:41.325623+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e79149deb7dc7ff7f656ea?save=true,2026-05-03 12:18:13
282,የአይሱዙ ሾፌር,Transportation & Logistics,Addis Ababa,2 years,"This position seeks a professional bus driver with at least two years of experience and a high‑school diploma or equivalent. Candidates must hold a valid driver’s license, demonstrate safety consciousness, and be able to manage daily routes in Addis Ababa.",2 days left 2026-05-062026-04-21T11:50:16.351021+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e542890cbc0a71e3078186?save=true,2026-05-03 12:18:13
283,Mechanical Designer,Low and Medium Skilled Worker,Addis Ababa,3 years - 5 years,"In Auto mechanics Drafting and drawing in design software (Solid Works, CATIA, AutoCAD) and related Transformer works",2 days left 2026-05-062026-04-29T13:38:32.896974+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f1f39eb94efe23a504372b?save=true,2026-05-03 12:18:13
284,Invitation to Bid for Audit Service,Finance,Addis Ababa,0 years,"REACH Ethiopia, a non‑profit development organization registered with the Charities and Societies Agency, seeks qualified audit firms to conduct an external financial audit for FY 2025 (January 1–December 31). Bidders must submit documentation including renewed licenses, tax certificates, organizational profile with past auditing experience, staff details, and a detailed audit plan. The bid process is conducted in person at the organization’s Addis Ababa office.",2 days left 2026-05-062026-04-07T11:40:36.431255+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69d34c00c4d1be691fd5a6af?save=true,2026-05-03 12:18:13
285,Cashier Accountant  ካሸየር አካውንታንት,Finance,Addis Ababa,1 years - 2 years,"The role requires a Diploma in Accounting from a commercial college and at least one year of experience as an accountant, preferably with similar technical firms. Candidates must bring their application materials either personally or electronically within the specified period.",2 days left 2026-05-062026-04-20T12:11:32.917767+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e542a0cdfb3170b35f0b19?save=true,2026-05-03 12:18:13
286,የተሳቢ ሾፌር,Transportation & Logistics,Addis Ababa,2 years - 5 years,"The position requires a minimum of eighth‑grade education and a valid driver’s license. Candidates must have at least two years of professional driving experience, with up to five years being preferred. The role involves transporting staff and guests safely around the Bethel Medical College campus and surrounding areas while maintaining vehicle inspections and records.",2 days left 2026-05-062026-04-21T11:22:43.321175+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e5428a0f0b7571e33bf1c1?save=true,2026-05-03 12:18:13
287,Anesthetist/Anesthesia Nurse,Health Care,Addis Ababa,3 years,"The position requires an MSc/BSc or Anesthetist with at least 3 years of directly relevant experience (5 years for BA/BSc). Responsibilities include pre‑operative assessment, anesthesia administration, monitoring, emergency response, pain management, and documentation. Candidates must coordinate closely with surgical teams to ensure safe perioperative care.",2 days left 2026-05-062026-04-28T08:32:23.020539+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eea715193a372c2f950571?save=true,2026-05-03 12:18:13
288,Senior Human Resource Officer,Business,Addis Ababa,6 years,"The role requires a Bachelor’s degree in HR, Business Administration, Law or related field, with at least six years of progressive HR experience, preferably within INGOs/NGOs. Candidates must demonstrate strong interpersonal skills, attention to detail, computer literacy in Microsoft Word and Excel, and proficiency in English and Amharic.",2 days left 2026-05-062026-04-28T07:34:08.991367+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ebd9eacdbf6c7962f3a3ad?save=true,2026-05-03 12:18:13
289,የሂሳብ ባለሙያ,Finance,Addis Ababa,0 years,"The position is for an Accounting Professional at Bethel Medical College, requiring a Bachelor’s degree in accounting or related field and proficiency with accounting software. Candidates must bring copies of their highest academic qualification certificates to the college office within 15 working days from posting.",2 days left 2026-05-062026-04-20T13:14:00.349747+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e542942634dd70b38fcef4?save=true,2026-05-03 12:18:13
290,Civil Engineer,Engineering,Addis Ababa,4 years,"The position requires a Bachelor's degree in Civil Engineering, Building Construction, Construction Technology or related fields. Candidates must have at least four years of relevant experience, including two as an Associate Civil Engineer or similar role. Compensation follows the Bank’s salary scale with attractive fringe benefits.",2 days left 2026-05-062026-04-27T12:00:51.986909+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ee7cffb413896d954ea446?save=true,2026-05-03 12:18:13
291,Monitoring & Evaluation (M&E) Officer,Health Care,Lalibela,0 years,"Candidates should hold a Bachelor's degree in a relevant technical field such as social sciences or statistics, possess proven experience with data cleaning and database management, and be fluent in Amharic. Knowledge of M&E tools like KOBO Toolbox, Power BI, GIS, or SPSS is desirable.",2 days left 2026-05-062026-04-06T08:09:15.742378+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69d34bf4064de969d940acde?save=true,2026-05-03 12:18:13
292,Office Manager,Business,Addis Ababa,2 years,"The Office Manager role at the Embassy of Switzerland in Ethiopia requires a candidate with Ethiopian or dual citizenship, fluency in English, Amharic and Afaan Oromo, and an undamaged reputation. Candidates must hold at least a high‑school or college qualification in business administration or a related field, along with a minimum of two years of professional experience in a similar administrative position within the private sector, civil society, government, or international institution. The role emphasizes strong social and communication skills, integrity, discretion, teamwork, and proficiency in Microsoft Office applications.",2 days left 2026-05-062026-04-28T08:10:25.021304+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ef25b1ac95fb712462d815?save=true,2026-05-03 12:18:13
293,Branch Manager I,Business,Dessie,7 years,"The Branch Manager I position requires a Master’s or Bachelor’s degree in Accounting, Finance, Economics, Management, Business Administration, Banking & Finance or related fields. Candidates must have 5 to 7 years of banking experience, including at least 2 years in core business roles such as Business Manager, Operation Manager, or Customer Service Manager. The role offers a salary based on the bank’s scale and attractive fringe benefits.",2 days left 2026-05-062026-04-27T12:14:09.709384+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ee7d00f546526d95d6f52c?save=true,2026-05-03 12:18:13
294,RISE Project Coordinator,Social Science,Dera,5 years,"The role requires a Master’s degree in Rural Development, Agricultural Economics, or related fields, and at least five years of experience coordinating multi-national development projects focused on land restoration, climate adaptation, and community resilience. Responsibilities include project planning, budgeting, stakeholder engagement, monitoring & evaluation using innovative tools, capacity building for staff and partners, and resource mobilization.",2 days left 2026-05-062026-04-24T07:06:53.357753+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e9e06ad340a37620f4e447?save=true,2026-05-03 12:18:13
295,EXPEDITER,Engineering,Addis Ababa,7 years - 8 years,"WattWater Co. seeks an experienced Expeditor to oversee project delivery across Addis Ababa and multiple sites. Candidates must hold a Diploma in Business Administration and be fluent in Amharic and English. The role involves coordinating procurement, managing schedules, ensuring quality compliance, controlling costs, and mitigating risks. Successful applicants will contribute to continuous improvement initiatives while supporting cross‑functional teams.",2 days left 2026-05-062026-04-22T08:17:14.306822+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e5429516cfb270b3b4d1f8?save=true,2026-05-03 12:18:13
296,Light Vehicle Driver,Transportation & Logistics,Addis Ababa,3 years - 5 years,10th/12th grade completion with relevant work experience,2 days left 2026-05-062026-05-02T08:23:41.788276+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f592f6ba07d87c92852e19?save=true,2026-05-03 12:18:13
297,IT officer and Software developer,ICT,Addis Ababa,2 years - 4 years,"The position requires a Bachelor of Arts degree in Computer Engineering, Computer Science or Information Technology. Candidates must possess at least two years of related professional experience and should be prepared to provide their educational certificates during the application process. The role is based at Beteel Medical College on Almegnna Awura Road.",2 days left 2026-05-062026-04-20T13:46:49.583359+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e54291f8b2d070b32ffece?save=true,2026-05-03 12:18:13
298,Clinical Nurse)-I,Health Care,Addis Ababa,4 years,"Candidates must hold a Bachelor's or Diploma in Nursing and have at least two years of relevant experience for BSc holders (five years for Diploma holders).  Responsibilities include assessing patient needs, administering treatments, monitoring progress, educating patients and families, collaborating with multidisciplinary teams, ensuring infection control compliance",2 days left 2026-05-062026-04-27T13:25:35.932418+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ee7d027f01e26d950840b8?save=true,2026-05-03 12:18:13
299,Senior Site Engineer,Engineering,Addis Ababa,3 years,"A Senior Site Engineer position is available with a requirement for a BSc degree in Civil Engineering and at least three years of related work experience. The role focuses on overseeing construction activities across multiple corporate sites, ensuring quality control, material management, and accurate record‑keeping. Candidates must be able to conduct regular inspections, supervise daily operations, manage waste, and maintain up‑to‑date reports.",2 days left 2026-05-062026-04-27T12:06:12.322899+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ee7d0a1b893f6deb6c2881?save=true,2026-05-03 12:18:13
300,Junior Ladle/Tundish Maintenance Technician,Engineering,Akaki,1 years,"AMG Holdings, a diversified business group headquartered in Ethiopia, seeks a Junior Ladle/Tundish Maintenance Technician to support its steel manufacturing operations. Candidates must hold at least an Education Level II qualification in General Metal Fabrication, General Mechanics, Machine Drive, Electricity or a related field and have a minimum of one year of relevant experience.

The role involves inspecting, maintaining, and repairing ladles and tundishes used in the steel casting process to ensure safe and efficient operation. Key technical skills include expertise in maintaining, gunning, and repairing refractory linings and installing firebrick within these vessels.

Applicants are encouraged to apply via the online link provided. The company will cover transport expenses for candidates invited to written assessments and interviews.",2 days left 2026-05-062026-04-23T12:24:57.721715+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e9e034b713ea762039f732?save=true,2026-05-03 12:18:13
301,Haramaya University Project Management Foundation Online Short Course,Business,Addis Ababa,0 years,The candidates should have University graduates and working professionals based in Ethiopia. echnical professionals preparing for supervisory or management roles,2 days left 2026-05-062026-04-16T08:53:44.129909+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e050bce99c3f2cf75e685e?save=true,2026-05-03 12:18:13
302,Team Leader,Social Science,Addis Ababa,4 years,"Candidates should hold a Bachelor’s degree in Health, Social Sciences or Management and have at least four years of leadership experience. The role involves guiding team members, monitoring performance through KPIs, coordinating with stakeholders, and preparing reports for the Area Program Manager.",2 days left 2026-05-062026-04-28T08:24:06.10864+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ee7ce453dc286d9540bade?save=true,2026-05-03 12:18:13
303,Junior Site Engineer,Engineering,Addis Ababa,0 years,"The position requires a Bachelor's degree in Civil Engineering or CTM qualification with no prior work experience. Candidates must conduct regular quality control inspections on corporate site projects across multiple locations including Sen Dafa, Adama, Addis Ababa, Gelan, Dukem and Tulaf a.",2 days left 2026-05-062026-04-27T12:38:28.57878+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ee7d0be7371d6deb20075a?save=true,2026-05-03 12:18:13
304,werhehouse department,Low and Medium Skilled Worker,Addis Ababa,0 years,"The Store Department position at Beteil Medical College requires a secondary school certificate and at least six months of store or inventory experience. Candidates must be able to manage inventory, handle cash, maintain records, and provide customer service within the college’s retail environment.",2 days left 2026-05-062026-04-21T11:34:53.5656+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e54290b5bbdd70b3f46fa2?save=true,2026-05-03 12:18:13
305,የካቻማሌ ሾፌር,Transportation & Logistics,Addis Ababa,2 years - 5 years,"Candidates must have completed at least eighth grade (preferably fourth grade level or higher), hold a valid driver’s license, and possess a reliable vehicle suitable for medical transport. The role requires two years of professional driving experience, with priority given to those having five or more years. Physical ability to handle light loading/unloading duties is necessary.",2 days left 2026-05-062026-04-20T13:26:31.579058+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e5428e3fdb0f70b358ec75?save=true,2026-05-03 12:18:13
306,የFSR ሾፌር,Transportation & Logistics,Addis Ababa,3 years,"Candidates must have completed at least eighth grade, hold a valid FSR/Commercial driver’s license with a clean record, and possess three years of professional driving experience, preferably in medical or logistics settings. The role involves transporting medical equipment and personnel safely within the Greater Addis Ababa region while maintaining vehicle cleanliness.",2 days left 2026-05-062026-04-20T13:18:09.334705+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e5428b9cae5371e3279150?save=true,2026-05-03 12:18:13
307,Senior Hardware Maintenance & Network Infrastructure Development Officer I,ICT,Addis Ababa,0 years - 2 years,"This position seeks a candidate with a recognized university degree in Computer Science, Information Science, IT, or Hardware Engineering. Applicants must meet specific work‑experience criteria based on their degree and field of study, ranging from zero to three years of related experience.

Candidates will be responsible for maintaining hardware systems and developing network infrastructure within the Kadisco organization.",2 days left 2026-05-062026-04-28T08:29:12.941398+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ee7d0e12f1076deb9c5492?save=true,2026-05-03 12:18:13
308,Circulating Nurse,Health Care,Addis Ababa,6 years,"The role requires a BSc/Diploma in Midwifery, Clinical Nursing or equivalent, with 3 years of degree experience or 6 years of diploma experience. Candidates must prepare the OR, verify patient identity, assist with positioning, maintain accurate records, enforce infection control protocols, liaise with external departments, and support post‑operative handover.",2 days left 2026-05-062026-04-27T11:54:50.278904+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ee7d07b35a086d9594a82e?save=true,2026-05-03 12:18:13
309,Data Encoder,Finance,Addis Ababa,0 years,"A Bachelor' degree in Accounting and Finance is required for this short‑term contract position. Candidates must have zero years of experience and be able to provide a cover letter, CV and copies of non‑returnable credentials. The role involves data encoding tasks at the Gold Water Bottling & Non Alcoholic Beverage Factory.",2 days left 2026-05-062026-04-27T12:17:40.453029+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ee7ce98bfba26d95578241?save=true,2026-05-03 12:18:13
310,Humanitarian Access and Safety (HAS) Officer,Social Science,Jijiga,2 years,"The Humanitarian Access and Safety (HAS) Officer will support NRC’s access, safety, and security functions at the area level. Candidates should hold a relevant university degree in humanitarian or development studies and possess strong written and verbal English skills. The role requires frequent field presence, coordination with local authorities, NGOs, and UN agencies, and the ability to conduct risk assessments, plan training, and manage incident reporting.",2 days left 2026-05-062026-04-24T07:09:57.61112+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e9e0532979f476206556c3?save=true,2026-05-03 12:18:13
311,Finance Intern,Finance,Addis Ababa,0 years,Bachelor of Science (BSc) or Bachelor of Arts (BA) in Accounting and Finance or a related field with 0 years of relevant work experience.,2 days left 2026-05-062026-04-29T12:49:26.862925+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f1c9225da5b1449605f71f?save=true,2026-05-03 12:18:13
312,Mechanical Engineering,Engineering,Sendafa,0 years,"This position requires a Bachelor of Science in Mechanical Engineering with no prior work experience. Candidates will be responsible for supporting design, analysis, and maintenance activities within the organization. The role emphasizes collaboration across engineering teams and adherence to company standards.",2 days left 2026-05-062026-04-27T12:20:20.407472+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ee7d0967752f6d95eb2e11?save=true,2026-05-03 12:18:13
313,Oxy-acetylene Cutter,Engineering,Addis Ababa,2 years,Level II and above in General Metal Fabrication/ General Mechanics /Machine Drive/ Electricity or in any related field of study,2 days left 2026-05-062026-04-24T08:22:05.638508+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e9e02c6b13b776201aafa7?save=true,2026-05-03 12:18:13
314,Risk and Legal Consultant,Legal Services,Addis Ababa,3 years - 7 years,"The applicants must hold a Bachelor’s degree in Law (LLB); Master’s degree or professional certification is an advantage. Minimum of 3–7 years of relevant experience in legal advisory, corporate services, or risk & compliance.",2 days left 2026-05-062026-04-24T11:53:23.566757+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eb31292c71ae7934ed1b5b?save=true,2026-05-03 12:18:13
315,CHIEF ACCOUNTANT (ቺፍ አካውንታንት),Finance,Addis Ababa,10 years - 12 years,"Candidates must hold a Bachelor's degree in accounting and bring between 10‑12 years of work experience, including at least ten years as a senior accountant in similar technical firms. The role offers compensation aligned with the company’s salary scale and attractive benefits.",2 days left 2026-05-062026-04-21T11:40:16.09585+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e542a44b45c270b3b37224?save=true,2026-05-03 12:18:13
316,Project Coordinator,Engineering,Addis Ababa,4 years,"The position requires a Master's Degree or Bachelor's Degree. in Civil Engineering or Construction Management with at least four years of experience in building construction. Candidates must provide a CV and photocopies of relevant documents. The role is based at the Head Office located in Nifas Silk Lafto Sub City, Woreda 12, Addis Ababa.",2 days left 2026-05-062026-04-27T13:13:59.714369+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ee7cee3bacca6d956f09c7?save=true,2026-05-03 12:18:13
317,Telebirr and E-Commerce and Merchant Management.Sales Promoter,Business,Addis Ababa,2 years,"Candidates should hold at least a TVET Level III or IV, Diploma, or Bachelor's degree in Marketing, Business Management, Sales, Business Administration, or a related field, with two years of experience in sales or marketing. Strong interpersonal communication skills, fluency in English and Amharic (and preferably other international languages), basic marketing knowledge, and familiarity with Ethio Telecom’s offerings are required. A good physical appearance is advantageous.",2 days left 2026-05-062026-04-28T10:51:12.99505+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ef7a015777407f7cd1daa6?save=true,2026-05-03 12:18:13
318,Office Engineer,Engineering,Addis Ababa,2 years,"Candidates should hold a Master's Degree or Bachelor's Degree in Civil Engineering or Construction Management and have at least two years of relevant experience. The role is based at the head office or project sites, requiring coordination between on‑site activities and administrative functions. Applicants must submit their application materials promptly via email or postal address.",2 days left 2026-05-062026-04-27T12:53:23.445474+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ee7cf1a52d096d95816f1a?save=true,2026-05-03 12:18:13
319,Humanitarian Access and Safety (HAS) Officer,Social Science,Addis Ababa,2 years,"The Humanitarian Access and Safety (HAS) Officer will support NRC’s access, safety, and security policies across the area office and field offices. The role requires frequent field presence to ensure safe program delivery and duty of care for staff, including development and implementation of HAS documents, risk assessments, training, and coordination with external partners. Candidates should hold a bachelor’s degree, be proficient in English, and have experience in humanitarian or development operations.",2 days left 2026-05-062026-04-28T08:19:17.57312+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eb5b66ba602039c30b8100?save=true,2026-05-03 12:18:13
320,Junior DE-Dusting Operator,Low and Medium Skilled Worker,Gelan,2 years,"Candidates must hold at least Education Level II in General Metal Fabrication, General Mechanics, Machine Drive, Electricity or a related field. The role requires a minimum of two years of relevant experience and involves operating specialized equipment to capture and remove fine dust particles.",2 days left 2026-05-062026-04-24T06:56:50.683689+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e9e0315defec762075d920?save=true,2026-05-03 12:18:13
321,General Mechanics,Engineering,Addis Ababa,2 years - 4 years,"Level IV diploma in general mechanics /GM working in Welding (MIG/ARC), Operating machinist for Transformer Tank
Duties and Responsibilities
 -Attend breakdowns, identify fault and problem solve, with minimal downtime to production      -Carry out diagnosis of faults, the maintenance and repairs to all types of plant and equipment in a safe, timely and professional manner, request assistance from senior if any and return equipment to operational service 
-Estimate length of time required to complete a job and likely consequences of failure to complete work within required time scales 
-Identify and escalate any activity that has the potential to cause harm or damage",2 days left 2026-05-062026-04-29T13:30:30.664118+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f1f37e61637423a579c06a?save=true,2026-05-03 12:18:13
322,ACCOUNTANT  (አካውንታንት),Finance,Addis Ababa,2 years - 3 years,"The position requires a Bachelor’s degree in Accounting or related field and 2–3 years of accounting experience, with at least one year in a technical or project‑based environment. Candidates must be proficient in MS Excel and familiar with accounting software such as SAP, Oracle, or QuickBooks. Strong analytical skills, attention to detail, and good communication in English (Amharic proficiency is a plus) are essential.",2 days left 2026-05-062026-04-20T12:09:06.483316+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e542a229687870b3119cfa?save=true,2026-05-03 12:18:13
323,General Machine Maintenance,Engineering,Addis Ababa,1 years - 3 years,"GM/TVET in vocational School diploma in Typical tasks: Inspect, adjust, maintain and repair Machine systems, such as heating, Mechanical machines, pneumatic controls",2 days left 2026-05-062026-04-30T12:44:14.096901+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f1f39261d76b23a5d9e3ff?save=true,2026-05-03 12:18:13
324,SENIOR BODY MAN AND PAINTING WORKS (ቦዲ ማንና ቀለም ሥራ),Low and Medium Skilled Worker,Addis Ababa,7 years - 8 years,"The position seeks a Senior Body Man and Painting Works Specialist with a Diploma in Metal Works and 7–8 years of progressive experience in vehicle or heavy equipment body repair and painting. Candidates must possess advanced welding, corrosion control, and multi‑coat paint system skills, along with the ability to read engineering drawings and manage teams across multiple project sites.",2 days left 2026-05-062026-04-20T12:35:18.850792+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e5429936e3ee70b39eec59?save=true,2026-05-03 12:18:13
325,WASH Coordinator,Health Care,Sekota,4 years,"The role requires a degree in Civil Engineering, Water Engineering, Environmental Health or a related field, with a Master’s degree desirable, and a minimum of four years’ experience in humanitarian WASH programming, including emergency and early recovery contexts.",2 days left 2026-05-062026-04-30T06:22:21.04297+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f21cfdefe60d1558a12d36?save=true,2026-05-03 12:18:13
326,Overhead Crane Operator,Low and Medium Skilled Worker,Gelan,2 years,"The applicants must hold a 10th or 12th grade complete or Level I, II & III In General Metal Fabrication/ General Mechanics / Machine Drive/ Electricity or in any related field of study.",2 days left 2026-05-062026-04-23T14:23:17.16306+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e9e02ac4612076200dcec8?save=true,2026-05-03 12:18:13
327,Senior Office Engineer (4),Engineering,Addis Ababa,8 years,"BSC Degree in Civil Engineering/COTEM
Duties & Responsibilites: - Review and prepare technical documents including P&IDs, equipment layouts, datasheets, and specifications
-Coordinate with design, procurement, and construction teams to ensure smooth flow of technical information.
-Track project progress and maintain logs for RFIs, submittals, equipment/material deliveries, and as-built documentation.
-Assist in material take-offs, estimation, and preparation of BOQs (Bill of Quantities).
-Support in preparing method statements, technical proposals, and operation manuals.",2 days left 2026-05-062026-04-30T11:27:41.017291+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f27160d78b432010b44c28?save=true,2026-05-03 12:18:13
328,Chemical Engineering,Engineering,Sendafa,0 years,"This position seeks a candidate with a Bachelor's degree in mechanical engineering and no prior work experience. The role offers an attractive salary based on the company’s scale, plus variable pay. Applicants must submit their CV and application letter within seven days to the specified email.",2 days left 2026-05-062026-04-27T12:58:50.273779+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ee7d088086846d958c8d6a?save=true,2026-05-03 12:18:13
329,Site/Resident Engineer,Engineering,Addis Ababa,3 years - 4 years,"BTCAE is seeking a Site/Resident Engineer to oversee construction projects at the Addis Ababa site. Candidates must hold a B.Sc./MSc in Civil Engineering or Construction Management and possess at least three years of experience in building construction, with a preference for those specializing in structural design. Applicants should submit their application, CV, and photocopies of relevant documents within seven consecutive working days to the address or email listed below.",2 days left 2026-05-062026-04-28T08:42:36.098915+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ee7cf68c9f9d6d95fd4e2e?save=true,2026-05-03 12:18:13
330,Senior Human Resource Expert,Business,Addis Ababa,4 years,"BA in Human Resource Management and other similar fields of study, with a minimum of 4 years of experience as an HR Officer or in a similar role",2 days left 2026-05-062026-04-28T12:17:26.797978+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f077bea4d3c67d9458f35a?save=true,2026-05-03 12:18:30
331,"Manager, Network Administration Division (Re-advertised)",ICT,Addis Ababa,8 years,"The role requires a BSc or MSc in Computer Science, Software Engineering, or related fields. Candidates should have 6–8 years of relevant work experience, including at least 3 years in a senior officer position. Strong technical expertise in software development or IT systems, along with leadership and problem-solving skills, is essential.",2 days left 2026-05-062026-04-30T12:51:33.617823+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f31a90f8f46845b8f208d9?save=true,2026-05-03 12:18:30
332,IT Systems and Support Manager,ICT,Addis Ababa,5 years - 7 years,"Candidates must hold a Bachelor’s degree, possess 5–7 years of experience in systems administration for distributed teams, and demonstrate advanced expertise in Microsoft 365 and cybersecurity practices. The role involves managing day‑to‑day support, overseeing strategic infrastructure projects, ensuring compliance with data regulations, and delivering training to staff with varying tech proficiency.",2 days left 2026-05-062026-04-08T07:13:47.655612+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69d51c113f9f2271b0247826?save=true,2026-05-03 12:18:30
333,Pediatrician,Health Care,Addis Ababa,2 years,"The Pediatrician will deliver comprehensive medical care to children from birth through adolescence, diagnosing and treating illnesses, monitoring growth, and administering vaccinations. They will conduct routine check‑ups, maintain accurate records, and provide preventive health education on nutrition, exercise, hygiene, and safety. The role requires collaboration with nurses, therapists, and other physicians to coordinate holistic care and support the physical, emotional, and social well‑being of young patients.",2 days left 2026-05-062026-04-27T12:08:12.594253+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eea7198cc6f62c2fea4d5c?save=true,2026-05-03 12:18:30
334,Junior General Accountant,Finance,Addis Ababa,0 years - 1 years,"The Junior General Accountant role requires a Bachelor's Degree in Accounting and Finance with up to one year of relevant work experience. Candidates must be able to prepare accurate financial statements, manage general ledger entries, and assist with budgeting and forecasting for the company’s bottling operations.",2 days left 2026-05-062026-04-28T08:27:23.813513+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ee7cefb226fc6d9595e251?save=true,2026-05-03 12:18:30
335,Sales & Marketing Manager,Business,Addis Ababa,4 years,"Bachelor's Degree or Level V  in Marketing Management or in a related field of study with relevant work experience
Duties & Responsibilites:
- Plans and leads the event management activities of the company.
- Identifies event opportunities that help to achieve marketing, brand and sales objectives based on internal and external
- Develops and constantly update event Plans and Strategy including 3rd party requirement and recruitment procedure
- Develops and constantly update capability development plan for event execution team",2 days left 2026-05-062026-04-30T07:53:40.410969+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f27168b781962010421897?save=true,2026-05-03 12:18:30
336,Midwife Nurse,Health Care,Addis Ababa,4 years - 2 years,"Candidates must hold a Bachelor's degree or Diploma in Midwifery and have relevant clinical experience—four years for diploma holders, two years for BSc graduates. The role requires strong communication skills, compassion, and a thorough understanding of government and MSIE regulations.",2 days left 2026-05-062026-04-27T14:24:42.803157+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ee7cdfd2587a6deb3b89f3?save=true,2026-05-03 12:18:30
337,WASH Coordinator,Engineering,Sekota,4 years,"The role requires a degree in Civil Engineering, Water Engineering, Environmental Health or a related field, with a Master’s desirable, and focuses on ensuring high-quality, integrated WASH services that address critical public health risks. Responsibilities include leading programming, coordinating across sectors, monitoring service coverage, and integrating data into joint decision‑making platforms.",2 days left 2026-05-062026-05-02T07:27:48.359569+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f21d4c8328f31558b6e482?save=true,2026-05-03 12:18:30
